id,operation_type,src_path,desc,saved_path,sha1,saved_timestamp,modified_timestamp,timezone
11,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/get-customer-pfm?_=1499931369646,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/064cf3b7d0544579d1eafe0a79c64c6c488b6ba3.json,c89bc3fa8aabf91dc9286a119ac58e9c63f46245,2018-03-19 04:43:37,-,UTC-4
12,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/strings?_=1499931282864,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/bb0b7cffd29607b8a2f8683301570dd156f2bf23.json,1c35c528065701868126d4f00aa4de001b7dbd46,2018-03-19 04:43:37,-,UTC-4
13,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/wifi/configs?_=1499931369644,WiFi Setting,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/924ad42a852b5b7ad1b0c7bcf5318736271d260b.json,498110c8067a11039e1770abd7a9441280c2d23a,2018-03-19 04:43:37,-,UTC-4
14,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/strings?_=1499931282858,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/30fc55843ea2c7bcaed498c381b0c3eaa80ddd75.json,1c35c528065701868126d4f00aa4de001b7dbd46,2018-03-19 04:43:38,-,UTC-4
15,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/featureaccess-v2?f=EON_FEATURE_RELEASE3&f=EON_FEATURE_MP1&f=CALENDAR_FEATURE_POTATO_V3&f=EON_FEATURE_GUI_GINGER_1&f=EON_FEATURE_GUI_OREGANO_1&f=CALENDAR_FEATURE_IABT&f=CALENDAR_FEATURE_FIREOS_IABT&f=BLACK_ZEBRA_GUI&f=FLIPPER_FEATURE&f=ALWAYS_ON_TEST_FEATURE&f=TEST_FEATURE&f=TACHYON_FEATURE_M&f=TACHYON_FEATURE_C&f=TACHYON_FEATURE_C_CMD&f=TIME_ZONE_FEATURE&f=MUSKRAT_SKILLS&f=CAPYBARA_SKILLS&f=ORCA_FEATURE&f=PUPPY_FEATURE&f=DREAM_FEATURE&f=OOBE_PICO_FEATURE&f=OOBE_BRODIE_FEATURE&f=MUSIC_GUI_PRIMEMUSICTEST_FEATURE&f=SLEEP_SPEECHLET&f=DO_NOT_DISTURB_SPEECHLET_EU&f=SMARTHOME_GUI_FORCE_DISCOVERY&f=SMARTHOME_GUI_MISHA&f=BABY_PANDA_DISCOVERY_POPUP_FEATURE&f=GUI_BT_UK&f=SHARKNADO_FEATURE&f=VOX_TACHYON_NA&f=DOLCE_VITA_FEATURE&f=TA_REFACTORING&f=REMINDERS_PUSH_NOTIF_FEATURE&f=ALEXA_MUSIC_KIT_ORBIT&f=LEMUR_FEATURE&f=LEMUR_VOLUME_FEATURE&f=LEMUR_WITH_RINGS_FEATURE&f=ALEXA_STORE_STARTUP_CALL_TIMING&f=ARTHUR_FEATURE&f=KNIGHT_GUI_TESTING&f=TODOS_NAMED_LISTS&f=PAPA_PANDA_DISCOVERY_POPUP_FEATURE&f=TA_FLAY_SAY&f=NEW_SMART_HOME_GUI_FEATURE&f=TNS_GUI_FEATURE&f=SMARTHOME_COLOR_NAC_DEVICE_TYPE&f=AV_KNIGHT_FEATURE&f=PS_SHIPPING_NOTIFICATIONS&f=NOTIFICATIONS_GUI_APP_SETTINGS_FEATURE&f=NOTIFICATIONS_GUI_APP_SETTINGS_FEATURE_EU&f=NOTIFICATIONS_GUI_APP_AUDIO_TOGGLE_FEATURE&f=NOTIFICATIONS_GUI_APP_AUDIO_TOGGLE_FEATURE_EU&f=NOTIFICATIONS_GUI_APP_CUSTOM_MESSAGE_SOUND_FEATURE&f=WINTER_IS_COMING_FEATURE&f=GOLDFISH_FEATURE&f=TARGET_DEVICE_3PDA_FEATURE&f=TRAFFIC_SEGMENTED_ADDRESS&f=DEE_PS_SPEAKER_AUTHORIZATION&f=DREAM_MIGRATION_FEATURE&f=KNIGHT_LOCALE&f=ALEXA_DM_TERSE_GUI&_=1499931282853,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/925f0479aa606e8b7d0cb97047547ccd1bdaf0e9.json,b9f7055036ea0020da1e96fbd12e623c33af686f,2018-03-19 04:43:38,-,UTC-4
16,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/household?cached=true&_=1499931369659,Household Accounts,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/6c5bc1187534e176ab8a6b25d2b08aa9eed68a74.json,61165c643407d78910f00f16a634da5baa461e81,2018-03-19 04:43:38,-,UTC-4
17,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/bootstrap?version=1.24.2294.0&_=1499931282848,Bootstrap Account,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/6f6a9a898f15f684f7c787b52a724695d166e3b9.json,954d4f54d129e2b12e1ace3e58bf7d21a192b6c5,2018-03-19 04:43:38,-,UTC-4
18,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/amazon-music-benefits?customerId=A4C34GWKR5R6R&_=1499931369651,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/cf94ad746c204d47fb921b9b4107eb25e506c937.json,95882e1a08dc8644082a89b9d288b9f2d5e2b10e,2018-03-19 04:43:38,-,UTC-4
19,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/devices/device?cached=true&_=1499931282866,Registered Alexa Devices,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/f0cf7b2f65edc9e73080df8b0bde88afae207751.json,b0fb47698a3ae4ab8e2cadbf704e9b7a711f1612,2018-03-19 04:43:38,-,UTC-4
20,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/get-supported-device-address-countries?_=1499931369637,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/6567d61a607ce8f54d55ec6df940097e70a66d12.json,2969f407be4ac9540a758011e054f3986e0e8f81,2018-03-19 04:43:38,-,UTC-4
21,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/customer-status?_=1500271403851,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/07dd401ed9a9392e3a4806ba62ad832f5fbf127f.json,351de44d3e3a560061796566659c56b7689bb8f8,2018-03-19 04:43:38,-,UTC-4
22,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/bootstrap?version=1.24.2294.0&_=1500271403847,Bootstrap Account,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/f6a1aa688b8ef52697715682c38901433f835b6d.json,954d4f54d129e2b12e1ace3e58bf7d21a192b6c5,2018-03-19 04:43:38,-,UTC-4
23,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/amazon-music-benefits?customerId=A4C34GWKR5R6R&_=1499931369655,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/fc8ad47da8d8718aa473a257a67b304e95f1a08c.json,95882e1a08dc8644082a89b9d288b9f2d5e2b10e,2018-03-19 04:43:38,-,UTC-4
24,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/cards?limit=10&_=1499931282851,Home,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/1cc5a6f108826753b06c29efe9e375e9fa99e160.json,e1bb4333b9f4b55e9be69a21a2729ae52abaac43,2018-03-19 04:43:39,-,UTC-4
25,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/get-supported-device-address-countries?_=1499931282849,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/4ba6de84b30ee200ec8be70945d0cc65c6d852a8.json,2969f407be4ac9540a758011e054f3986e0e8f81,2018-03-19 04:43:39,-,UTC-4
26,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/get-languages?_=1499931282869,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/4793f87f0fa4821fba9f40c9b9181a070d6c34ef.json,db3df70aa171e2771a9c2f291f854efb65da619f,2018-03-19 04:43:39,-,UTC-4
27,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/devices/device?cached=true&_=1499931282861,Registered Alexa Devices,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/f9cdf481e7864603ab9fcbb681d55823b1906ee6.json,b0fb47698a3ae4ab8e2cadbf704e9b7a711f1612,2018-03-19 04:43:39,-,UTC-4
28,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/customer-status?_=1499931369640,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/b7bdf0333073715c9583742ca05f0891a469cd93.json,351de44d3e3a560061796566659c56b7689bb8f8,2018-03-19 04:43:39,-,UTC-4
29,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/amazon-music-benefits?customerId=A4C34GWKR5R6R&_=1500271403859,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/669772f8284673a7ca9d2a47924f284605ec1a7d.json,95882e1a08dc8644082a89b9d288b9f2d5e2b10e,2018-03-19 04:43:39,-,UTC-4
30,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/allowed-providers?_=1499931282854,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/6c6cc7090fb81f50777c547d608efbdcbf29e751.json,95242564ff0e4fc3fbda1902497936d61a60a019,2018-03-19 04:43:40,-,UTC-4
31,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/feature-alert-location?_=1499931369654,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/bf6e6db5aedb752967d1e1c0eadf1b331836db33.json,c1a9d8998b6510c6e6a4471878f662292026ac8b,2018-03-19 04:43:40,-,UTC-4
32,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/devices/device?cached=true&_=1500271403857,Registered Alexa Devices,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/536d925ff1d6961f752ac430a45c136eba4e5157.json,b0fb47698a3ae4ab8e2cadbf704e9b7a711f1612,2018-03-19 04:43:40,-,UTC-4
33,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/get-customer-pfm?_=1500271403853,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/564c89b0d23abc118578dbd3902fa439b5007291.json,c86ae64cd8f9933109b59fe5e634924a3f1a7c1a,2018-03-19 04:43:40,-,UTC-4
34,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/allowed-providers?_=1499931369642,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/bb4b1ff0b0362a055813506b02ba545704f7e347.json,79c419c1c2b5f6858c005607a96c7a5764029eab,2018-03-19 04:43:40,-,UTC-4
35,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/wifi/configs?_=1499931369662,WiFi Setting,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/80775d980678c89b0ab673ae0b6a9c3568d6ae60.json,498110c8067a11039e1770abd7a9441280c2d23a,2018-03-19 04:43:40,-,UTC-4
36,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/oobe/screens?_=1499931369645,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/e5729951598a26d1de8984e24f0928b796945ed2.json,b52ecde61266c48d2da594486cedc477fbb2c9ff,2018-03-19 04:43:40,-,UTC-4
37,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/cards?limit=10&_=1499931369639,Home,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/4970e05b8f0bdfed63d3f672f13dd6f78dd6e48e.json,a1b71878657facd94368cb8f3e6e91dae4931e93,2018-03-19 04:43:40,-,UTC-4
38,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/wifi/configs?_=1499931282867,WiFi Setting,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/e9df68ceafc013a649ad8d8779fd5681c30c45eb.json,498110c8067a11039e1770abd7a9441280c2d23a,2018-03-19 04:43:41,-,UTC-4
39,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/oobe/screens?_=1499931282868,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/7c5fdf180a4743379f63c38dd2dbfe3a4b36ec66.json,b52ecde61266c48d2da594486cedc477fbb2c9ff,2018-03-19 04:43:41,-,UTC-4
40,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/devices/device?cached=true&_=1499931282855,Registered Alexa Devices,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/8983792f699098d3a4813d035140c5e5730a3452.json,b0fb47698a3ae4ab8e2cadbf704e9b7a711f1612,2018-03-19 04:43:41,-,UTC-4
41,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/devices/device?cached=true&_=1499931369657,Registered Alexa Devices,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/f9f2ffd2ffd2849037c505c039cf837f46e54f43.json,b0fb47698a3ae4ab8e2cadbf704e9b7a711f1612,2018-03-19 04:43:41,-,UTC-4
42,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/featureaccess-v2?f=EON_FEATURE_RELEASE3&f=EON_FEATURE_MP1&f=CALENDAR_FEATURE_POTATO_V3&f=EON_FEATURE_GUI_GINGER_1&f=EON_FEATURE_GUI_OREGANO_1&f=CALENDAR_FEATURE_IABT&f=CALENDAR_FEATURE_FIREOS_IABT&f=BLACK_ZEBRA_GUI&f=FLIPPER_FEATURE&f=ALWAYS_ON_TEST_FEATURE&f=TEST_FEATURE&f=TACHYON_FEATURE_M&f=TACHYON_FEATURE_C&f=TACHYON_FEATURE_C_CMD&f=TIME_ZONE_FEATURE&f=MUSKRAT_SKILLS&f=CAPYBARA_SKILLS&f=ORCA_FEATURE&f=PUPPY_FEATURE&f=DREAM_FEATURE&f=OOBE_PICO_FEATURE&f=OOBE_BRODIE_FEATURE&f=MUSIC_GUI_PRIMEMUSICTEST_FEATURE&f=SLEEP_SPEECHLET&f=DO_NOT_DISTURB_SPEECHLET_EU&f=SMARTHOME_GUI_FORCE_DISCOVERY&f=SMARTHOME_GUI_MISHA&f=BABY_PANDA_DISCOVERY_POPUP_FEATURE&f=GUI_BT_UK&f=SHARKNADO_FEATURE&f=VOX_TACHYON_NA&f=DOLCE_VITA_FEATURE&f=TA_REFACTORING&f=REMINDERS_PUSH_NOTIF_FEATURE&f=ALEXA_MUSIC_KIT_ORBIT&f=LEMUR_FEATURE&f=LEMUR_VOLUME_FEATURE&f=LEMUR_WITH_RINGS_FEATURE&f=ALEXA_STORE_STARTUP_CALL_TIMING&f=ARTHUR_FEATURE&f=KNIGHT_GUI_TESTING&f=TODOS_NAMED_LISTS&f=PAPA_PANDA_DISCOVERY_POPUP_FEATURE&f=TA_FLAY_SAY&f=NEW_SMART_HOME_GUI_FEATURE&f=TNS_GUI_FEATURE&f=SMARTHOME_COLOR_NAC_DEVICE_TYPE&f=AV_KNIGHT_FEATURE&f=PS_SHIPPING_NOTIFICATIONS&f=NOTIFICATIONS_GUI_APP_SETTINGS_FEATURE&f=NOTIFICATIONS_GUI_APP_SETTINGS_FEATURE_EU&f=NOTIFICATIONS_GUI_APP_AUDIO_TOGGLE_FEATURE&f=NOTIFICATIONS_GUI_APP_AUDIO_TOGGLE_FEATURE_EU&f=NOTIFICATIONS_GUI_APP_CUSTOM_MESSAGE_SOUND_FEATURE&f=WINTER_IS_COMING_FEATURE&f=GOLDFISH_FEATURE&f=TARGET_DEVICE_3PDA_FEATURE&f=TRAFFIC_SEGMENTED_ADDRESS&f=DEE_PS_SPEAKER_AUTHORIZATION&f=DREAM_MIGRATION_FEATURE&f=KNIGHT_LOCALE&f=ALEXA_DM_TERSE_GUI&_=1499931369653,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/7b50cf4ec127c27329824df19a8a4fde3ce4e923.json,b9f7055036ea0020da1e96fbd12e623c33af686f,2018-03-19 04:43:41,-,UTC-4
43,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/phoenix?_=1499931369638,Compatible Devices,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/011fbb97e5c8d85406af4066848c02357908bef4.json,5d06d8f2748a1120daf4e01ad651be8c5f1ce075,2018-03-19 04:43:41,-,UTC-4
44,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/feature-alert-location?_=1500271403861,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/405e879a2a2e63e70ef9ae6665ce620a62907999.json,1353e8aaa0ff4f81c590ec9824748119dc95ba3e,2018-03-19 04:43:41,-,UTC-4
45,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/dnd/device-status-list?cached=true&_=1499931369661,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/a2b0ba34d3e7cc617852c926aae9523fb839dfce.json,bbefe9b5333af378a2c740f7e965426d8c9f2f7a,2018-03-19 04:43:41,-,UTC-4
46,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/feature-alert-location?_=1499931282863,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/b3bb22073442a2a423ccb2d966737fe49ee83c64.json,06c6721b5f7984947f2d52151df0b3ff4e7cc97d,2018-03-19 04:43:41,-,UTC-4
47,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/strings?_=1499931369641,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/40acad71f2323db0d0a2a2b8bf20bb5cd4a18ee9.json,1c35c528065701868126d4f00aa4de001b7dbd46,2018-03-19 04:43:42,-,UTC-4
48,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/wake-word?cached=true&_=1499931369660,Wake Words,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/aaff77420380550bf4c38a55b57073cd5bb8945f.json,9c8c5699179eef0cadf9135227b24d1d04f522d7,2018-03-19 04:43:42,-,UTC-4
49,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/phoenix?_=1500271403849,Compatible Devices,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/34e35ca35052a8746b1e8a1b1e0aad9a00e4ffec.json,5d06d8f2748a1120daf4e01ad651be8c5f1ce075,2018-03-19 04:43:42,-,UTC-4
50,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/devices/device?cached=true&_=1499931369652,Registered Alexa Devices,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/57de968c13aab2ca8cb0fb38f39a7be3a333d95d.json,b0fb47698a3ae4ab8e2cadbf704e9b7a711f1612,2018-03-19 04:43:42,-,UTC-4
51,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/amazon-music-benefits?customerId=A4C34GWKR5R6R&_=1499931369664,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/d9cd8a12b84d258f0ed04e77ab6a7a2acc8d8220.json,95882e1a08dc8644082a89b9d288b9f2d5e2b10e,2018-03-19 04:43:42,-,UTC-4
52,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/customer-status?_=1499931282852,,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/6cfb990824ad73fbc4750b15e1205fe7f4d5da5b.json,d6dee0447026a4515a1415ead5327c336d647ba4,2018-03-19 04:43:42,-,UTC-4
53,COMPANION_APP_ANDROID,https://pitangui.amazon.com/api/devices/device?cached=true&_=1500271403858,Registered Alexa Devices,D:\pycift\example\(2018-03-19_04.43.36)_CIFT_RESULT/Evidence_Library/AmazonAlexaClient/869144c1c8da43b40a3af217afea9da3e8448f81.json,b0fb47698a3ae4ab8e2cadbf704e9b7a711f1612,2018-03-19 04:43:42,-,UTC-4
